reviewer_rating,review_date,reviewer_category,reviewer_sentiment,cleaned_text_review,review_year,review_month
5.0,2018-01-07,Couples,1,always wanted come seeing paul  grady animal programme work went stayed  nights nature resort nearby  minute walk sun bear sanctuary great short video watch information centre explains type work carried centre also gives insight development orangutangs habitat destroyed humans went nursery also feeding station morning afternoon saw lots orangutangs well macaques whose antics hilarious  busy managed get good photographs actually closer encounter orangutangs neighbouring sun bear sanctuary places built within jungle area dream come true see  man forest  original habitat well worth visit,2018,1
4.0,2018-01-07,Couples,1,learn conservation efforts problems facing orang utans jungle plenty old trees worth looking asking guide managed facility saw three orang utans nursery unfortunately none feeding platform day visited guide said advance really pot luck,2018,1
5.0,2018-01-06,Friends,1,main goal see orang utan see one didnt realize rainy season affected wildlife seeing one great visited jan apparently rainy season last late nov mar cant control weather roll get still enjoyed sanctuary happy get chance see one walking thru jungle interesting get see cool insects flowers lots birds might want bring binoculars prepared pay extra use digital camera dont know costs little  myr,2018,1
5.0,2018-01-06,Couples,1,mustsee place sabah fun interesting see monkeys learned lot place important monkeys go experience benefit strongly recommend,2018,1
4.0,2018-01-06,Not Specify,1,wonderful see institutions like make effort conserve wildlife natural state able see orangutans gibbons traverse ropes jungle feeding platform trick catch two feeding times day please note guarantee see decide make appearance visit twice first time appear,2018,1
5.0,2018-01-04,Solo,1,take time explore hang boardwalk trails feeding times never know much youll see  feeding orang utans time good foraging finding food lot people pig tailed macaque showed ate fruit later however people gone two orang utans arrived another swinging ropes vines behind viewing area great see young ones playing play yard well informational talk british volunteer walking around inside center also interesting prepared carry nothing reserve except camera free lockers rest belongings,2018,1
5.0,2018-01-04,Solo,1,loved place would go tiparrive early get first orangutans literally walking walkways groups arrived chased trees saw  orangutans even got nursery nursery full adolescent monkeys joy watch highly recommend visit,2018,1
5.0,2018-01-02,Couples,1,outside place lovely felt excited arrived entrance price cheap walkways stick lovely walk although saw  orangutang feeding platform see trees pointed staff member nursery area sooo cute could spent hours watching playfulness young orangutangs lovely thing great big natural open area glass box watching although sweat dripping us think problem air con wasnt big expected definitely disappointment would definitely recommend incredible amazing work people support wildlife,2018,1
5.0,2018-01-02,Family,1,first feeding session am busy raining lots monkeys kept orangutans away somewhat returned pm feeding delighted pregnant female  teenager  wandering around mummy came right registration area beautiful animals missed well worth long trip humid conditions,2018,1
5.0,2018-01-01,Couples,1,brilliant work staff rehabilitation centre taking young orphaned injured orangutan  releasing back wild fantastic rehabilitation program please favour make donation adopt orangutan keep best keep great work sepilok,2018,1
5.0,2017-12-31,Solo,1,although everyone expected adult orang utan come rain hampered monkeys coming instead could see young ones playing feeding bananas given life cheerful always,2017,12
4.0,2017-12-31,Couples,1,facility great got see oran utan come forest feed managed environment much see apart nursery definitely worth look go sun bear sanctuary across road together greatwe looked sanctuary two day river cruise looking wild man natural habitat found reflect use palm oil ask cheap indulgence worth extinction beautiful species,2017,12
5.0,2017-12-28,Family,1,visit sanctuary met probably surpassed expectations concerned would touristy bit sad however case clear sanctuary working hard rehabilitate orangutans care staff informative helpful centre thoughtfully laid landscaped interaction jungle orangutans close enough able appreciate fully,2017,12
5.0,2017-12-27,Family,1,worthwhile experience seeing beautiful intelligent primates semiwild environment four five released adolescents came feeding station watched young ones transition area learning climb  year old grandson adopted orphan baby named peanuts work centre rescue rehabilitate release highly endangered animals awe inspiring orangutans malaysian borneo much protected respected indonesian borneo tourist dollars get help prevent extinction please help much,2017,12
4.0,2017-12-26,Friends,1,good place got see  semiwild  orang utans feeding brought orphanage let free still come back food sanctuary staff really nice big lockers luggage,2017,12
5.0,2017-12-25,Family,1,place amazing truly amazing sponsored british charity many opportunities help get fun unique souvenirsyou start putting bags free locker cant carry anything besides camera sanctuary get watch short movie air conditioned room seems silly ac amazing get next get explore area feeding times rangers put food orang utans released saw one am lucky enough see previously released sanctuary orang utan names bellaluna bring back baby feeding time argue stupid macaque monkeys wanted free meal absolutely amazing lovely strong eyes leaked many happy tears feeding platform maybe  meters viewing platform picture opportunities excellent also see younger orang utans indoor facility watch play playground theres ac hereif able timeline go see sun bears come back see  pm feeding keep ticket leave opportunity adopt orang utan orang utan appeal uk low price  british pounds  adopted bidubidu hes naughty little primate like son take credit cards malaysian ringgit anxiously awaiting thank gifts new year ever get back borneo top  things see lucky sightings bellaluna baby must see people must see,2017,12
